fiscal_year,month,state,volume,volume_contribution,value,value_contribution,units,notes
2024-25,December,Puducherry,16.13,0.1,2217.22,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,December,Punjab,193.15,1.15,34024.27,1.46,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,December,Rajasthan,668.56,4.0,102952.49,4.43,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,December,Sikkim,7.47,0.04,1115.33,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,December,Tamil Nadu,746.07,4.46,111759.26,4.81,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,December,Telangana,993.83,5.94,159350.81,6.85,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,December,Tripura,12.49,0.07,1886.49,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,December,Unclassified,4128.03,24.67,541530.44,23.29,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,December,Uttar Pradesh,1105.66,6.61,152791.39,6.57,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,December,Uttarakhand,114.11,0.68,14712.65,0.63,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,December,West Bengal,501.77,3.0,79252.88,3.41,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Andaman and Nicobar Islands,3.4,0.02,564.94,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Andhra Pradesh,588.66,3.8,100931.78,4.68,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Arunachal Pradesh,16.09,0.1,2166.79,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Assam,196.97,1.27,23338.48,1.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Bihar,535.28,3.46,78776.84,3.66,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Chandigarh,25.13,0.16,3289.62,0.15,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Chhattisgarh,139.98,0.9,17873.5,0.83,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Dadra and Nagar Haveli and Daman and Diu,10.38,0.07,1053.99,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Delhi,441.99,2.85,55291.59,2.57,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Goa,31.72,0.2,4419.48,0.21,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Gujarat,447.82,2.89,65671.33,3.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Haryana,346.02,2.23,51552.8,2.39,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Himachal Pradesh,52.29,0.34,6997.02,0.32,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Jammu and Kashmir,70.0,0.45,10163.69,0.47,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Jharkhand,182.02,1.18,24110.49,1.12,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Karnataka,1204.97,7.78,163394.2,7.58,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Kerala,343.35,2.22,46483.04,2.16,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Ladakh,2.79,0.02,535.36,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Lakshadweep,0.45,0.0,51.53,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Madhya Pradesh,534.77,3.45,71168.69,3.3,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Maharashtra,1967.07,12.71,243220.45,11.29,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Manipur,7.88,0.05,1952.61,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Meghalaya,12.36,0.08,1769.21,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Mizoram,9.03,0.06,1574.35,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Nagaland,10.26,0.07,1791.99,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Odisha,354.18,2.29,44116.28,2.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Puducherry,15.08,0.1,2069.73,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Punjab,184.09,1.19,32257.61,1.5,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Rajasthan,621.05,4.01,95807.51,4.45,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Sikkim,6.36,0.04,908.47,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Tamil Nadu,685.76,4.43,104101.32,4.83,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Telangana,938.62,6.06,145611.57,6.76,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Tripura,11.72,0.08,1727.38,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Unclassified,3866.68,24.98,518182.93,24.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Uttar Pradesh,1044.79,6.75,145688.84,6.76,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,Uttarakhand,112.61,0.73,14691.68,0.68,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,November,West Bengal,460.4,2.97,71880.33,3.34,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Andaman and Nicobar Islands,3.36,0.02,567.76,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Andhra Pradesh,590.87,3.56,104286.56,4.44,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Arunachal Pradesh,15.67,0.09,2136.93,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Assam,194.5,1.17,23299.91,0.99,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Bihar,526.07,3.17,75323.7,3.21,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Chandigarh,27.82,0.17,3597.79,0.15,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Chhattisgarh,157.99,0.95,21085.47,0.9,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Dadra and Nagar Haveli and Daman and Diu,11.26,0.07,1182.64,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Delhi,464.76,2.8,56868.8,2.42,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Goa,31.08,0.19,4357.6,0.19,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Gujarat,523.09,3.15,84525.81,3.6,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Haryana,371.79,2.24,53130.4,2.26,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Himachal Pradesh,56.14,0.34,7815.12,0.33,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Jammu and Kashmir,71.73,0.43,10953.0,0.47,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Jharkhand,188.38,1.14,25349.09,1.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Karnataka,1233.2,7.44,170913.06,7.27,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Kerala,345.6,2.08,46868.53,1.99,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,October,Ladakh,3.21,0.02,680.84,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
